	T0_Rep1	GSK_Rep1	GSK_Rep2	DMSO_Rep1	DMSO_Rep2
RGAG4_-_71351360.23-P1P2	0	1	0	0	0
RGCC_-_42031688.23-P1P2	0	3	2	3	1
RGL3_+_11529981.23-P1P2	0	0	1	0	0
RGMA_-_93632443.23-P1	1	0	0	0	0
RGMB_-_98105697.23-P2	0	0	0	1	0
RGMB_-_98105768.23-P2	0	0	0	1	0
RGPD4_+_108443817.23-P1P2	1	0	1	0	0
RGPD6_-_111334287.23-ENST00000329516.3	2	0	1	0	0
RGS10_-_121302190.23-P1P2	0	0	0	1	0
RGS14_-_176798213.23-P2	1	1	0	0	0
RGS2_-_192778181.23-P1P2	1	0	1	0	0
RGS3_+_116222937.23-ENST00000350696.5	3	3	0	1	8
RGS4_+_163038777.23-P1P2	1	0	0	1	0
RHBDD2_-_75508406.23-P1P2	0	0	2	0	0
RHBDL1_-_726143.23-P1P2	0	0	0	1	1
RHEB_+_151216978.23-P1P2	0	3	0	3	1
RHO_+_129247548.23-P1P2	0	0	0	0	1
RHOA_-_49449413.23-P1P2	0	0	0	1	0
RHOB_+_20646923.23-P1P2	12	0	0	0	0
RHOC_+_113249318.23-P1P2	5	0	2	2	3
RHPN1_-_144451074.23-P1P2	0	0	0	1	0
RIC8A_-_208807.23-P2	0	0	1	0	0
RIC8A_-_208828.23-P2	0	1	1	0	0
RIC8B_+_107168884.23-P1P2	0	0	0	0	1
RIIAD1_-_151694393.23-P1	0	0	1	0	0
RILP_+_1553132.23-P1P2	2	0	5	4	4
RIN2_+_19867015.23-ENST00000255006.6	25	18	1	1	6
RINL_-_39368883.23-P1	0	0	0	0	1
RIPK1_-_3064211.23-P2	0	0	1	0	1
RIPK3_+_24808765.23-P1P2	0	1	1	2	0
RIPPLY2_+_84563380.23-P1P2	0	0	1	1	1
RIT2_+_40695276.23-P1P2	0	0	1	0	0
RIT2_+_40695414.23-P1P2	0	0	1	0	0
RIT2_+_40695434.23-P1P2	3	1	3	5	5
RLF_+_40627522.23-P1P2	0	0	1	0	0
RMDN1_-_87520815.23-P1P2	0	0	1	0	0
RMND5B_+_177558265.23-P1P2	0	0	1	1	1
RNASE7_+_21510560.23-P1P2	1	0	1	0	1
RNASE8_-_21526373.23-ENST00000308227.2	1	0	0	0	0
RNASET2_-_167369625.23-P1P2	0	0	1	1	1
RND2_-_41177272.23-P1P2	0	1	0	0	0
RNF10_+_120972573.23-P1P2	0	0	1	0	0
RNF113B_+_98829071.23-P1P2	0	1	0	0	1
RNF121_-_71640113.23-P1P2	0	0	1	0	0
RNF122_-_33424464.23-P1P2	0	0	0	1	0
RNF126_+_662724.23-P1P2	1	0	0	0	0
RNF139_-_125487134.23-P1P2	0	0	0	1	1
RNF144A_-_7057602.23-P1	3	3	2	4	10
RNF145_+_158636546.23-P1	0	0	1	1	0
RNF148_+_122342578.23-P1P2	1	0	0	0	0
RNF150_-_142054584.23-P1P2	1	0	0	0	0
RNF151_+_2017078.23-P1P2	1	1	0	1	0
RNF152_-_59560219.23-P1	0	0	0	2	0
RNF182_-_13925259.23-P1P2	0	1	0	1	0
RNF19A_+_101321746.23-P1P2	1	0	0	0	1
RNF2_+_185015084.23-P1P2	1	0	0	0	0
RNF207_-_6266202.23-P1	0	0	1	0	0
RNF208_-_140115846.23-P1P2	0	1	2	2	3
RNF214_+_117103457.23-P1P2	0	1	0	0	0
RNF34_-_121838324.23-P1P2	0	2	0	0	0
RNF43_-_56494412.23-P1P2	0	0	1	0	0
RNF44_-_175964409.23-P1P2	1	0	0	2	1
RNF7_-_141457510.23-P1P2	4	2	4	4	3
RNGTT_-_89673106.23-P1P2	0	0	0	1	0
RNMT_-_13727103.23-P1P2	1	0	0	0	0
RNMT_+_13727133.23-P1P2	0	0	0	1	1
ROBO1_-_79816522.23-ENST00000464233.1	0	1	0	0	0
ROBO2_-_77089997.23-P1P2	1	1	0	1	2
ROPN1_-_123710931.23-P1P2	0	1	0	0	0
ROR2_+_94712030.23-P1P2	1	0	0	1	1
RORA_-_61521637.23-ENST00000335670.6	1	0	0	0	0
RORC_-_151798574.23-P2	0	1	3	2	4
RPIA_+_88991242.23-P1P2	0	1	1	0	1
RPL17-C18orf32_+_47018087.23-P1P2	0	1	0	0	1
RPL18A_-_17970947.23-P1P2	1	0	0	0	0
RPL39L_-_186857227.23-P1P2	1	0	0	0	0
RPN2_-_35807777.23-P1P2	1	0	0	0	0
RPP38_+_15139392.23-P1P2	1	0	0	0	0
RPRD1A_+_33647429.23-P1P2	1	1	1	1	0
RPRD1B_-_36662155.23-P1P2	0	0	1	0	1
RPS15_-_1438805.23-P1P2	0	1	0	1	0
RPS4Y2_+_22918087.23-P1P2	0	0	0	1	0
RPS6KA6_-_83442779.23-P1P2	3	6	1	4	5
RPUSD1_+_836750.23-P2	0	0	1	0	0
RPUSD4_-_126081523.23-P1P2	0	1	1	0	0
RRAGB_-_55744621.23-P1P2	1	1	0	1	1
RRAGB_-_55744664.23-P1P2	0	0	0	1	0
RRAGC_-_39325319.23-P1P2	1	0	0	0	0
RRP9_+_51975472.23-P1P2	0	0	0	0	2
RSAD1_-_48556281.23-P1P2	0	0	0	0	1
RSAD2_-_7018114.23-P1	0	0	1	0	1
RSG1_+_16563339.23-P1P2	0	0	1	0	0
RTKN_+_74669046.23-P1	0	0	0	2	0
RTP3_+_46539488.23-P1P2	0	0	1	0	0
RTP3_+_46539509.23-P1P2	0	0	0	0	1
RUNX1T1_-_93106991.23-P2	0	0	0	1	0
RUNX2_+_45390079.23-P2	48	0	3	0	0
RUSC2_-_35539310.23-P1	0	0	0	0	1
RWDD1_-_116892869.23-P1P2	1	0	0	0	4
RWDD2A_-_83903351.23-P1P2	2	0	0	0	0
RXRA_-_137218789.23-P1P2	1	1	0	0	0
S100A1_-_153603069.23-P2	0	0	0	1	0
S100A1_+_153600923.23-P1	0	0	0	0	1
S100A12_-_153346899.23-P2	4	0	5	4	1
S100A6_-_153508434.23-P1P2	0	1	0	0	0
S100A7A_+_153389362.23-P1P2	0	0	0	0	1
S100A7L2_-_153412359.23-ENST00000368725.2	0	0	0	1	0
S100G_-_16668520.23-P1P2	0	0	0	1	0
S1PR4_-_3178803.23-P1P2	0	0	0	1	0
SAC3D1_+_64808739.23-P1P2	0	1	0	0	0
SACS_-_23985775.23-ENST00000382292.3	8	2	1	0	4
SAFB_-_5623193.23-P1P2	1	0	0	0	0
SAMD10_-_62610432.23-P1P2	0	0	0	1	1
SAMD11_+_877556.23-P1	0	0	0	0	1
SAMD13_-_84767488.23-P2	1	1	0	1	1
SAMD3_-_130543672.23-P1	0	1	1	1	0
SAP30BP_-_73663828.23-P1P2	0	0	0	0	1
SART3_+_108954533.23-P1P2	0	2	0	0	0
SASS6_-_100598483.23-P1P2	0	1	0	0	0
SATB1_-_18466360.23-P1	0	1	0	1	0
SATB1_+_18466320.23-P1	1	0	0	0	0
SATL1_-_84364329.23-P1P2	0	2	2	3	0
SBNO1_-_123849034.23-P1P2	0	0	0	0	1
SBSN_-_36019150.23-P1P2	0	0	0	1	0
SBSPON_-_74005364.23-P1P2	0	0	0	1	0
SCAF4_-_33104333.23-P1P2	4	3	8	2	1
SCAF8_+_155054586.23-P1P2	1	8	7	8	6
SCARB2_+_77134704.23-P1P2	0	1	1	0	1
SCARB2_+_77134910.23-P1P2	2	0	0	0	0
SCARF1_-_1548817.23-P1P2	1	0	1	2	0
SCGB2A1_-_61976608.23-P1P2	1	1	0	0	0
SCLT1_-_130014602.23-P1P2	0	1	0	0	0
SCMH1_-_41626628.23-ENST00000402904.2	0	1	0	0	0
SCN11A_+_38991609.23-ENST00000302328.3,ENST00000450244.1	1	0	0	0	0
SCN5A_+_38691168.23-P1P2	0	0	2	0	0
SCNN1G_-_23194053.23-P1P2	0	1	1	0	0
SCRIB_+_144897324.23-P1P2	1	1	2	2	3
SCRT2_-_656922.23-P1P2	3	1	3	0	1
SCRT2_+_657265.23-P1P2	1	3	2	0	3
SCT_+_626722.23-P1P2	0	0	0	1	1
SCUBE2_-_9112756.23-P1P2	1	0	0	0	0
SCUBE3_-_35181878.23-P1P2	2	0	0	2	0
SDC1_+_20424802.23-P1P2	0	0	0	1	0
SDF4_+_1167353.23-P1P2	1	1	4	1	0
SDHD_+_111957982.23-P1P2	0	0	0	1	0
SDK1_-_3341393.23-P1P2	1	0	1	0	0
SDPR_-_192711776.23-P1P2	0	0	1	1	1
SDPR_+_192711376.23-P1P2	1	0	0	0	1
SEC11A_-_85259358.23-P1P2	1	0	0	0	0
SEC11C_+_56807173.23-P1P2	0	0	0	0	1
SECISBP2L_-_49338586.23-P1P2	1	2	1	4	2
SEL1L_-_82000023.23-P1P2	0	0	0	1	0
SELV_+_40006468.23-P1P2	0	1	0	2	0
SEMA3B_-_50306705.23-P1	1	0	0	0	0
SEMA3E_+_83277742.23-P1P2	1	0	0	0	2
SEMA4B_-_90728179.23-P1	0	1	0	2	0
SEMA4C_+_97534236.23-P2	0	0	1	2	0
SEMA4D_+_92051326.23-P2	0	1	0	0	0
SEMA5A_+_9545716.23-P1P2	0	1	0	0	1
SEMA6B_+_4559374.23-P1P2	2	0	0	0	1
SENP3_-_7465677.23-P1P2	0	0	0	0	1
SEPN1_-_26135530.23-P2	0	1	0	2	0
SEPT1_-_30390165.23-P2	0	0	0	1	0
SEPT4_+_56606678.23-P2	2	1	0	0	0
SERPINA3_+_95078938.23-P1	1	1	1	0	1
SERPINB13_-_61254985.23-P1P2	1	0	0	0	0
SERPINB4_-_61311118.23-P1P2	0	0	0	0	1
SERPINB5_-_61144592.23-P1P2	0	1	0	3	0
SERPINB5_+_61144225.23-P1P2	0	0	1	0	0
SERPINB7_-_61443081.23-P2	0	0	1	0	0
SERPINB8_-_61637705.23-P1P2	2	0	2	0	0
SERPINI1_-_167453494.23-P1P2	0	1	0	0	1
SERTAD4_-_210406647.23-P1P2	1	0	0	0	0
SESN1_-_109416103.23-ENST00000436639.2	2	0	0	0	0
SESN1_+_109415700.23-ENST00000436639.2	2	1	1	4	2
SESN2_-_28586266.23-P1P2	0	0	0	1	0
SESN2_-_28586458.23-P1P2	0	1	0	0	0
SET_-_131451558.23-P1P2	0	1	0	0	0
SETD1B_-_122242392.23-P1P2	1	0	0	0	0
SETD9_+_56205475.23-P1P2	1	0	0	0	0
SETDB1_+_150898929.23-P1P2	1	1	0	1	2
SETMAR_-_4345083.23-P1P2	0	0	0	1	0
SETX_-_135230368.23-P1P2	1	0	0	0	0
SF1_+_64545972.23-P1P2	1	0	1	1	1
SF3A1_-_30736749.23-P2	0	0	0	0	2
SFMBT2_-_7453367.23-P1	3	3	4	0	3
SFMBT2_+_7453197.23-P1	0	0	0	2	2
SFN_+_27190086.23-P1P2	0	0	1	0	1
SFT2D1_+_166756011.23-P1P2	0	1	0	0	0
SFTPB_-_85893771.23-P2	2	1	1	0	0
SFXN1_-_174905656.23-P1P2	0	2	1	0	0
SFXN3_+_102792154.23-P1	0	0	2	1	1
SGCA_+_48243804.23-P1	1	2	1	0	1
SGCG_-_23755057.23-P1P2	19	1	0	1	0
SGIP1_+_66999536.23-P1P2	1	0	0	0	0
SGK2_+_42187765.23-P1P2	0	0	0	0	1
SGK3_+_67687519.23-ENST00000396596.1,ENST00000522398.1	4	3	5	5	2
SGMS2_+_108746167.23-P1P2	3	1	0	0	4
SGOL2_-_201390896.23-P1P2	0	0	0	1	0
SGPP1_+_64194774.23-P1P2	1	0	0	0	0
SH2B2_-_101928806.23-P1P2	0	0	0	1	0
SH2B3_+_111843669.23-P1P2	0	1	0	0	0
SH2D1A_+_123480810.23-P1P2	0	1	0	0	0
SH2D2A_-_156783870.23-P2	0	0	1	0	1
SH2D2A_-_156786503.23-P1	0	1	1	1	0
SH2D6_-_85645911.23-P1P2	0	0	0	1	0
SH3BP5L_+_249119675.23-P1P2	0	0	1	4	0
SH3GL1_-_4400074.23-P1P2	0	1	0	1	1
SH3GL1_+_4400263.23-P1P2	0	0	1	1	0
SH3PXD2B_+_171881027.23-P1P2	5	2	1	3	1
SH3RF2_-_145316190.23-P1P2	0	1	0	0	1
SH3RF2_-_145316221.23-P1P2	0	1	0	2	2
SHANK1_-_51222692.23-P1P2	1	0	1	0	0
SHANK1_+_51222951.23-P1P2	0	0	0	1	1
SHB_+_38069243.23-P1P2	0	2	6	2	1
SHC1_-_154943210.23-P1	0	0	0	0	1
SHE_-_154474476.23-P1P2	0	0	5	0	1
SHISA5_+_48514448.23-P1P2	0	0	0	1	0
SHISA6_-_11144917.23-P1P2	0	1	0	0	0
SHISA6_-_11144943.23-P1P2	0	1	1	0	0
SHISA8_+_42311027.23-P1P2	0	1	2	0	0
SHKBP1_+_41082827.23-P1P2	1	0	5	1	3
SHKBP1_+_41083057.23-P1P2	1	3	3	1	1
SHOX_+_591959.23-P1P2	0	0	0	1	0
SHQ1_+_72897188.23-P1P2	0	0	1	1	0
SHROOM1_+_132166274.23-P1P2	0	0	1	0	1
SHROOM2_+_9754511.23-P1P2	0	0	0	1	0
SHROOM3_+_77356653.23-ENST00000296043.6	0	0	1	1	1
SIGLEC7_-_51645851.23-P1P2	1	0	0	1	0
SIGLECL1_-_51754346.23-P1P2	0	0	0	1	0
SIMC1_+_175665483.23-P1P2	0	0	0	1	0
SIN3A_-_75748095.23-P2	2	0	0	0	3
SIPA1_-_65414929.23-P2	1	0	0	0	0
SIPA1L2_-_232650642.23-P1P2	0	0	0	1	1
SKAP1_-_46507106.23-P1P2	1	0	0	0	0
SKAP2_-_26904162.23-P1P2	0	0	0	2	0
SLC10A1_+_70263511.23-P1P2	0	0	1	0	1
SLC10A4_-_48485792.23-P1P2	0	1	0	0	1
SLC10A6_-_87770046.23-P1P2	0	0	0	0	1
SLC12A3_-_56899179.23-P1P2	4	0	0	0	0
SLC12A3_+_56899159.23-P1P2	0	1	1	3	0
SLC12A4_-_68002110.23-P1	2	0	1	1	0
SLC12A7_+_1112118.23-P1P2	0	0	0	1	0
SLC12A8_-_124931148.23-ENST00000469902.1	0	1	1	1	3
SLC12A9_+_100450366.23-P1	0	0	1	0	0
SLC14A2_-_42793408.23-P1P2	0	0	0	0	1
SLC15A2_+_121613451.23-P1P2	0	0	0	1	0
SLC16A14_+_230933214.23-P1P2	2	0	2	1	3
SLC16A6_+_66287263.23-P1P2	0	1	0	0	0
SLC22A14_-_38323808.23-P1P2	0	1	0	0	0
SLC22A14_+_38323814.23-P1P2	0	3	0	4	1
SLC22A15_-_116519526.23-P1P2	2	1	0	0	1
SLC22A15_+_116519169.23-P1P2	0	1	3	0	0
SLC22A17_-_23821761.23-P1P2	0	0	0	1	0
SLC22A18_+_2924570.23-P2	1	1	0	0	1
SLC22A31_+_89266401.23-P1P2	0	0	2	1	0
SLC22A4_+_131630131.23-P1P2	1	1	0	0	0
SLC24A1_-_65914605.23-P2	0	0	0	1	0
SLC25A20_+_48935934.23-P1P2	1	0	0	2	0
SLC25A20_+_48936316.23-P1P2	1	0	1	0	1
SLC25A27_-_46620789.23-P1P2	0	0	1	1	2
SLC25A29_-_100772412.23-P1P2	0	1	1	1	0
SLC25A29_-_100772719.23-P1P2	1	2	0	1	1
SLC25A35_+_8198674.23-P1P2	1	0	0	0	1
SLC25A39_-_42402136.23-P1	1	0	1	1	1
SLC25A4_-_186064440.23-P1P2	0	0	2	0	0
SLC25A43_+_118533735.23-P1P2	1	0	0	2	0
SLC25A44_-_156163971.23-P1P2	1	0	0	0	0
SLC25A47_-_100790145.23-P1P2	1	0	4	2	4
SLC25A6_-_1508504.23-P2	1	1	1	1	3
SLC26A2_+_149340735.23-P1P2	0	0	1	0	0
SLC27A3_-_153747921.23-P1P2	1	3	0	2	2
SLC27A6_-_128301575.23-P1P2	0	0	0	1	1
SLC2A1_-_43424508.23-P1P2	0	1	1	0	0
SLC2A5_-_9129501.23-P1P2	1	0	0	0	0
SLC30A9_-_41993006.23-P1P2	0	0	1	2	1
SLC31A1_-_115984085.23-P1P2	0	0	0	1	0
SLC35E1_-_16682756.23-P1P2	1	0	0	0	0
SLC35F3_+_234040872.23-P2	1	0	0	0	0
SLC35F5_-_114514198.23-P1P2	1	0	0	1	0
SLC36A3_-_150683289.23-P1P2	0	0	0	0	1
SLC36A4_+_92931022.23-P1P2	1	1	0	0	0
SLC37A1_-_43934372.23-P1P2	2	0	0	0	0
SLC38A1_-_46662453.23-P1P2	0	0	1	0	0
SLC38A11_-_165811952.23-P1P2	0	3	1	2	0
SLC38A2_-_46766541.23-P1P2	1	0	0	0	0
SLC38A4_-_47197205.23-P1	1	0	2	2	0
SLC38A7_-_58718270.23-P1P2	0	0	2	0	0
SLC38A7_+_58718615.23-P1P2	1	0	0	0	0
SLC38A8_+_84075545.23-P1P2	0	1	0	0	0
SLC38A8_+_84075704.23-P1P2	0	0	2	1	0
SLC38A9_+_55008123.23-P1P2	0	0	1	0	0
SLC39A1_-_153935594.23-P1P2	0	0	1	1	0
SLC39A1_-_153935747.23-P1P2	1	0	0	1	0
SLC41A1_-_205781928.23-P1P2	0	2	0	0	0
SLC43A1_+_57283142.23-P1P2	2	1	1	3	1
SLC43A3_-_57194519.23-P1P2	0	0	0	1	0
SLC43A3_+_57194533.23-P1P2	1	0	0	1	1
SLC45A3_-_205649611.23-P1P2	0	0	1	0	0
SLC46A2_-_115652696.23-P1P2	0	2	0	0	0
SLC46A2_-_115652715.23-P1P2	0	1	1	0	0
SLC48A1_+_48167433.23-P1	0	0	1	0	0
SLC4A5_-_74590056.23-P2	0	0	0	1	0
SLC4A5_+_74590279.23-P2	0	1	0	0	0
SLC5A12_-_26743148.23-P1P2	0	1	1	1	0
SLC6A1_-_11034915.23-P1P2	4	2	2	3	1
SLC6A15_+_85306508.23-P1P2	0	1	0	0	1
SLC7A4_-_21386596.23-P1P2	0	1	0	1	0
SLC7A9_+_33360640.23-P1P2	1	0	0	0	0
SLC8B1_+_113772936.23-P1	1	0	0	0	0
SLC9A1_-_27481140.23-P1P2	1	0	0	0	0
SLC9A7_+_46618535.23-P1P2	0	0	0	1	0
SLCO3A1_+_92396990.23-P1P2	1	0	0	0	0
SLCO3A1_+_92397010.23-P1P2	1	0	0	1	0
SLCO6A1_+_101834449.23-P1P2	0	1	0	0	0
SLFN13_+_33775356.23-P1P2	3	0	0	0	0
SLFNL1_+_41487337.23-P1P2	0	0	1	0	0
SLITRK4_-_142723441.23-P1P2	1	0	0	0	0
SLX4_-_3661218.23-P1P2	0	0	0	0	2
SMAD9_+_37493854.23-P1P2	1	0	0	0	0
SMAGP_+_51663728.23-P1P2	0	0	2	0	0
SMARCAD1_+_95128783.23-P1P2	0	1	0	0	1
SMC5_+_72874307.23-P1P2	0	1	1	2	0
SMCO1_+_196242146.23-P1P2	0	0	1	1	0
SMCO4_+_93276024.23-P1P2	1	0	2	0	0
SMCO4_+_93276089.23-P1P2	0	1	0	0	0
SMCP_-_152850802.23-P1P2	0	0	0	1	0
SMG1_+_18937155.23-P1P2	1	0	0	2	0
SMG5_-_156252604.23-P1P2	0	1	0	0	0
SMG6_-_2206815.23-P1P2	1	0	1	0	1
SMIM20_-_25915881.23-P1P2	1	0	0	0	0
SMIM20_+_25916060.23-P1P2	0	1	2	2	0
SMIM22_-_4846145.23-P1P2	0	0	1	1	0
SMOC1_-_70346325.23-P1P2	2	5	0	2	1
SMOC1_+_70346603.23-P1P2	0	1	1	0	0
SMPD3_-_68482346.23-P1P2	0	0	1	0	0
SMPD4_-_130939619.23-P1P2	0	0	0	0	1
SMR3A_+_71226940.23-P1P2	0	0	1	0	0
SMS_+_21958791.23-P1P2	0	1	2	1	0
SMTN_-_31477352.23-P1P2	1	0	0	0	0
SMTNL1_-_57310221.23-ENST00000399154.2	1	0	0	1	0
SMURF2_-_62658388.23-P1P2	0	0	1	0	0
SMYD1_-_88367747.23-P1P2	0	0	1	0	0
SMYD3_-_246670165.23-P1P2	4	0	1	1	1
SMYD5_+_73441741.23-P1P2	1	1	3	3	0
SNAI1_-_48600011.23-P1P2	2	1	0	0	0
SNAP47_-_227916363.23-P2	1	0	0	0	0
SNAPC3_-_15422920.23-P1P2	0	0	0	1	0
SNAPC5_+_66789663.23-P1P2	1	0	0	0	0
SNAPIN_-_153631252.23-P1P2	0	0	1	1	0
SNCAIP_+_121647722.23-P1P2	1	1	0	1	0
SNCG_-_88718368.23-P1P2	15	0	0	0	0
SNED1_-_241938402.23-P1P2	1	0	1	2	1
SNRPD3_+_24951425.23-P1P2	0	0	0	1	0
SNTB1_-_121823833.23-P1P2	2	0	0	0	0
SNW1_+_78221331.23-P2	1	0	7	2	1
SNX1_-_64388225.23-P1P2	1	0	0	0	0
SNX2_+_122111119.23-P1P2	0	1	1	1	1
SNX21_-_44462466.23-P1P2	0	1	1	0	0
SNX22_+_64443991.23-P1P2	0	1	0	0	0
SNX27_-_151584735.23-P1P2	0	8	3	2	4
SNX31_-_101661401.23-P1P2	0	1	1	1	1
SOCS2_+_93965956.23-P1P2	0	0	1	2	0
SOCS7_-_36507809.23-P1P2	1	0	0	0	0
SOCS7_+_36507796.23-P1P2	0	0	0	0	1
SOGA2_+_8707498.23-ENST00000517570.1	0	1	1	1	0
SOGA3_-_127837694.23-P1P2	1	0	0	0	0
SORBS1_+_97320896.23-P1	2	1	2	1	4
SORBS1_+_97321075.23-P1	1	2	1	2	1
SOS1_+_39348142.23-P1P2	0	3	2	1	0
SOWAHD_+_118892551.23-P1P2	1	0	1	0	0
SOX12_-_306962.23-P1P2	3	0	4	1	1
SOX2_-_181430206.23-P1P2	0	0	1	0	3
SOX4_-_21598146.23-P2	0	0	0	2	0
SOX4_+_21594199.23-P1	0	0	0	2	1
SP1_+_53773993.23-P1P2	1	0	0	0	0
SP100_-_231281331.23-P1P2	1	0	0	0	0
SP2_+_45973670.23-P1P2	0	1	1	0	1
SP4_+_21467755.23-P1P2	7	29	16	46	53
SP8_+_20826433.23-P1P2	0	2	2	0	1
SPA17_-_124543825.23-P1P2	0	1	0	2	1
SPACA1_+_88757967.23-P1P2	0	0	2	1	0
SPACA3_+_31318954.23-P1P2	0	1	0	1	0
SPACA3_+_31318982.23-P1P2	0	0	1	0	0
SPAG8_-_35811756.23-P1P2	1	0	0	0	0
SPAM1_-_123565369.23-P1P2	0	0	0	0	1
SPANXN5_-_52826341.23-P1P2	2	2	0	1	0
SPARC_-_151066432.23-P1P2	1	1	0	0	2
SPATA25_-_44515908.23-P1P2	2	1	2	3	3
SPATA25_-_44516198.23-P1P2	1	0	0	0	0
SPATA2L_+_89768059.23-P1P2	0	1	0	2	0
SPATA2L_+_89768101.23-P1P2	0	0	0	0	1
SPATA31D1_-_84604229.23-P1P2	8	0	1	0	0
SPATA31D1_+_84604108.23-P1P2	0	4	0	2	0
SPATA9_-_95018438.23-P1P2	1	0	0	0	0
SPATS1_-_44310403.23-P1P2	1	0	3	0	0
SPCS1_+_52740537.23-P1P2	1	1	0	1	0
SPCS3_-_177241528.23-P1	2	2	4	2	1
SPEG_+_220325500.23-P2	0	3	0	0	0
SPEN_-_16174389.23-P1P2	1	0	1	0	2
SPERT_+_46276470.23-P1P2	0	0	0	1	0
SPIC_+_101869334.23-P1P2	0	0	0	1	0
SPIN2A_-_57164053.23-P1P2	1	0	3	3	4
SPINK1_-_147210856.23-P1P2	0	1	0	0	1
SPINK4_+_33240217.23-P1P2	3	0	0	0	0
SPN_+_29674545.23-P1P2	0	0	1	0	1
SPOPL_+_139259392.23-P1P2	2	1	2	1	0
SPRED3_-_38880879.23-P1P2	0	0	1	0	1
SPRR2E_-_153066922.23-P1P2	1	0	0	0	1
SPRTN_+_231474495.23-P1P2	0	1	0	0	0
SPRY4_-_141704193.23-P1P2	0	1	0	0	0
SPRYD7_+_50510428.23-P1P2	1	0	0	0	0
SPSB3_-_1832411.23-P1P2	0	0	0	1	1
SPSB4_-_140770560.23-P1P2	0	0	3	1	2
SPTBN5_-_42185733.23-P1P2	0	0	1	1	0
SPTSSB_+_161089278.23-P1P2	2	4	4	2	2
SPTY2D1_-_18655829.23-P1P2	0	0	0	1	0
SRF_-_43139171.23-P1P2	0	1	4	0	0
SRPK1_+_35888883.23-P1P2	1	0	1	0	0
SRPK2_+_105028878.23-P1	0	1	0	2	0
SRSF12_-_89827391.23-P1P2	1	0	0	0	0
SRSF2_+_74733361.23-P1P2	0	0	0	2	0
SRSF3_-_36562416.23-P1P2	0	0	1	0	0
SRSF6_-_42090027.23-P2	4	0	0	0	1
SSFA2_-_182756724.23-P1P2	0	0	2	0	0
SSH2_+_28257189.23-P1P2	0	1	0	0	0
SSH3_+_67071035.23-P1P2	0	0	1	0	0
SSPO_+_149519432.23-P1P2	0	0	1	4	2
SSTR1_+_38678351.23-P1P2	0	0	0	0	1
SSTR5_-_1128978.23-P1	2	2	1	2	0
SSTR5_+_1123173.23-P2	1	0	0	4	2
SSU72_-_1509801.23-P1P2	0	1	0	0	0
SSU72_+_1509976.23-P1P2	1	0	0	1	0
ST14_+_130029743.23-P1P2	0	2	1	0	1
ST3GAL1_-_134584001.23-P1P2	0	1	0	0	0
ST3GAL5_-_86115930.23-P1P2	1	0	0	1	0
ST5_+_8832152.23-P1P2	0	0	0	0	1
STAG2_-_123094555.23-P2	0	0	3	1	0
STAG3_-_99775599.23-P1P2	0	1	0	0	0
STAMBP_+_74056097.23-P1P2	3	1	0	1	0
STAMBPL1_-_90640343.23-P1P2	1	1	1	2	0
STARD10_-_72492571.23-P1P2	0	0	0	1	0
STARD10_+_72492859.23-P1P2	1	0	0	2	0
STARD13_+_33859860.23-P1P2	2	0	0	0	0
STAT1_+_191878846.23-P1P2	1	0	0	0	0
STAT3_+_40540418.23-P1P2	2	0	0	6	0
STEAP1B_+_22539479.23-P1P2	0	0	1	1	2
STEAP4_+_87935784.23-P1P2	0	1	0	0	0
STK11IP_+_220462587.23-P1P2	0	0	0	1	0
STK25_-_242447978.23-P1P2	4	3	1	1	0
STK31_-_23749909.23-P1P2	0	0	0	1	0
STK32C_-_134121456.23-P1	1	1	2	1	0
STK32C_+_134121026.23-P1	0	0	0	0	1
STMN4_-_27115483.23-P1P2	1	0	0	0	0
STPG2_-_99064404.23-P1P2	0	1	1	4	1
STRADB_+_202316477.23-P1P2	0	1	0	0	0
STRIP1_+_110577684.23-P1P2	1	0	0	0	0
STT3A_-_125462773.23-P1P2	0	0	1	0	0
STT3B_+_31574870.23-P1P2	0	0	0	0	1
STX1B_+_31021576.23-P1P2	1	0	1	0	0
STX4_+_31044919.23-P1P2	2	1	0	0	0
STX7_+_132833841.23-P1P2	2	0	0	0	0
SULT1A1_-_28621367.23-P1P2	0	0	0	1	0
SULT1A4_+_29467152.23-ENST00000344620.6	3	0	0	1	3
SUMO1_-_203102917.23-P1P2	0	0	0	0	1
SUMO3_+_46237964.23-P1P2	1	0	2	2	1
SUN1_+_856723.23-P1	1	1	0	1	1
SUSD1_-_114937176.23-P1P2	1	0	0	0	0
SUV39H2_-_14921267.23-P1P2	1	1	0	1	0
SVOP_+_109372363.23-ENST00000546618.1	0	0	0	0	1
SYDE1_-_15218681.23-P1P2	1	1	2	1	0
SYN2_-_12046282.23-P1P2	1	0	0	0	1
SYNGR2_-_76164674.23-P1P2	1	0	0	0	0
SYNGR3_-_2040062.23-P1P2	0	0	0	1	2
SYNJ2_-_158403307.23-P1P2	0	0	1	1	0
SYNM_+_99645282.23-P1P2	1	3	2	1	2
SYT3_-_51142735.23-P1P2	0	0	1	1	0
SZRD1_-_16694225.23-P1P2	0	1	0	1	0
TAAR5_-_132910429.23-ENST00000258034.2	1	0	1	2	0
TAC4_+_47925202.23-P1P2	0	0	0	1	0
TAC4_+_47925487.23-P1P2	0	0	0	1	1
TACC1_-_38645150.23-P1P2	3	0	0	1	3
