	T0	DAC_Rep1	DAC_Rep2	DMSO_Rep1	DMSO_Rep2
HPS6_+_103825154.23-P1P2	11	15	10	16	0
HPS6_+_103825570.23-P1P2	17	0	0	6	1
HPS6_+_103825710.23-P1P2	6	0	0	9	0
HPSE_+_84255603.23-P1P2	13	0	0	0	0
HPSE2_-_100995223.23-P1P2	32	13	0	21	8
HPSE2_-_100995417.23-P1P2	24	0	0	0	0
HR_-_21988475.23-P1	16	0	17	37	13
HR_-_21988478.23-P1	3	0	0	0	3
HR_-_21990887.23-P2	0	0	0	1	0
HR_+_21990484.23-P2	0	1	0	0	0
HRAS_-_535568.23-P1	0	1	0	0	0
HRAS_-_536857.23-P2	1	0	0	0	0
HRAS_+_535106.23-P1	0	0	0	1	0
HRAS_+_536837.23-P2	11	7	0	6	17
HRASLS_-_192959475.23-P1P2	103	8	0	51	45
HRASLS_+_192959065.23-P1P2	7	0	2	15	0
HRASLS2_+_63330351.23-P1P2	2	1	0	0	0
HRCT1_-_35906407.23-P1P2	1	0	0	0	0
HRG_-_186383805.23-P1	0	0	0	1	0
HRG_-_186383826.23-P1	0	0	1	0	0
HRG_+_186386810.23-P2	77	35	10	163	29
HRG_+_186386813.23-P2	8	0	0	0	0
HRH1_-_11196561.23-P1	0	1	0	0	0
HRH2_-_175085125.23-P1P2	1	0	0	0	0
HRH3_-_60794853.23-P1P2	0	0	1	0	0
HRH4_-_22041078.23-P1P2	66	10	36	82	24
HRH4_+_22040695.23-P1P2	0	0	11	0	6
HRK_+_117318828.23-P1P2	2	0	0	0	0
HRNR_-_152196260.23-P1P2	1	0	0	0	0
HRSP12_-_99129016.23-P1P2	0	0	1	0	0
HS1BP3_+_20850578.23-P1P2	0	2	0	0	0
HS2ST1_+_87380746.23-P1P2	6	0	0	0	0
HS3ST1_-_11430034.23-P1P2	19	0	5	43	27
HS3ST2_+_22825524.23-P1P2	1	0	0	0	0
HS3ST2_+_22825744.23-P1P2	13	0	4	11	2
HS3ST3A1_-_13505222.23-P1P2	1	0	0	0	0
HS3ST3A1_-_13505261.23-P1P2	1	0	0	1	0
HS3ST3B1_-_14204470.23-P1P2	11	0	0	4	8
HS3ST3B1_+_14204867.23-P1P2	0	0	1	0	0
HS3ST4_-_25703685.23-P1P2	0	0	1	0	0
HS3ST6_+_1968310.23-P1P2	0	0	2	0	0
HS6ST1_-_129076657.23-P1P2	41	3	12	8	15
HS6ST1_-_129076678.23-P1P2	19	13	0	7	8
HS6ST1_+_129076424.23-P1P2	1	3	0	1	3
HS6ST1_+_129076429.23-P1P2	31	14	0	19	8
HS6ST3_+_96743213.23-P1P2	0	27	0	17	0
HSBP1_-_83841604.23-P1P2	31	15	23	34	47
HSBP1_-_83841630.23-P1P2	0	0	0	2	0
HSBP1L1_-_77725088.23-P1P2	0	0	0	1	1
HSCB_-_29138078.23-P1P2	0	0	0	1	0
HSD11B1_+_209878313.23-P1P2	0	1	0	0	0
HSD11B1L_-_5681060.23-P1P2	0	0	0	1	0
HSD11B2_-_67465416.23-P1P2	0	0	0	1	0
HSD17B1_-_40705020.23-P1P2	21	0	0	25	23
HSD17B1_+_40704985.23-P1P2	6	0	0	31	10
HSD17B10_-_53461152.23-P1P2	1	0	0	0	0
HSD17B10_+_53461257.23-P1P2	0	1	0	0	0
HSD17B10_+_53461288.23-P1P2	1	0	0	0	0
HSD17B12_+_43702292.23-P1P2	24	0	30	1	2
HSD17B12_+_43702297.23-P1P2	8	0	38	0	0
HSD17B13_-_88243972.23-P1P2	18	13	0	5	3
HSD17B13_+_88243620.23-P1P2	23	0	28	10	18
HSD17B13_+_88244006.23-P1P2	0	0	0	4	0
HSD17B14_-_49339732.23-P1P2	8	0	0	9	0
HSD17B14_+_49339344.23-P1P2	0	0	0	1	0
HSD17B2_+_82069186.23-P1P2	2	0	17	0	0
HSD17B3_-_99064443.23-P1P2	6	0	0	12	18
HSD17B3_+_99064235.23-P1P2	5	0	0	0	0
HSD17B3_+_99064411.23-P1P2	43	0	1	66	33
HSD17B6_-_57157210.23-P1P2	24	0	0	8	2
HSD17B7_-_162767509.23-P1	2	0	0	4	3
HSD17B8_+_33172439.23-P1P2	112	13	7	124	124
HSD17B8_+_33172465.23-P1P2	0	2	2	1	0
HSD3B1_-_120050303.23-P1P2	18	0	1	0	0
HSD3B2_+_119957856.23-P1P2	12	0	13	4	5
HSD3B7_-_30996595.23-P1P2	32	0	3	5	12
HSDL1_-_84178328.23-P1P2	5	5	0	7	0
HSDL1_+_84178704.23-P1P2	16	0	0	0	0
HSDL2_-_115142369.23-P1P2	3	0	0	0	0
HSDL2_-_115142468.23-P1P2	4	0	0	2	0
HSF1_-_145515300.23-P1P2	0	0	0	0	1
HSF1_+_145515509.23-P1P2	0	0	0	0	1
HSF1_+_145515648.23-P1P2	25	1	18	5	16
HSF2_-_122720804.23-P1P2	3	0	0	4	0
HSF2_+_122721232.23-P1P2	21	13	0	5	26
HSF2BP_-_45079332.23-P1	0	0	1	0	0
HSF2BP_+_45077988.23-P2	33	9	27	17	22
HSF2BP_+_45077991.23-P2	2	0	0	0	0
HSF2BP_+_45079349.23-P1	0	1	0	0	0
HSF4_+_67198696.23-P1P2	24	2	0	15	15
HSF4_+_67198863.23-P1P2	13	0	0	0	0
HSF5_+_56565676.23-P1P2	4	0	23	16	5
HSF5_+_56565719.23-P1P2	11	37	0	0	2
HSH2D_+_16254559.23-P1P2	41	0	9	6	1
HSP90AB1_-_44214865.23-P1P2	44	0	0	11	3
HSP90AB1_-_44215083.23-P1P2	0	0	0	0	1
HSP90AB1_+_44215245.23-P1P2	3	9	0	0	0
HSP90B1_+_104324620.23-P1P2	27	0	26	6	6
HSP90B1_+_104324674.23-P1P2	2	1	0	0	0
HSPA12B_-_3713352.23-P1P2	0	1	0	0	0
HSPA12B_-_3713417.23-P1P2	0	0	0	1	0
HSPA13_-_15755407.23-P1P2	15	0	1	3	0
HSPA14_-_14880425.23-P1P2	24	1	2	15	0
HSPA1L_+_31782537.23-P1P2	34	3	5	37	5
HSPA1L_+_31782651.23-P1P2	3	3	0	0	0
HSPA4_-_132387948.23-P1P2	21	271	102	84	46
HSPA4_+_132387678.23-P1P2	6	0	0	5	0
HSPA4_+_132387720.23-P1P2	0	0	0	0	2
HSPA4L_-_128703506.23-P1P2	0	0	0	25	13
HSPA4L_+_128703540.23-P1P2	11	0	5	0	7
HSPA5_-_128003554.23-P1P2	71	61	48	136	41
HSPA5_+_128003614.23-P1P2	2	0	0	0	8
HSPA6_-_161494254.23-P1P2	0	2	0	2	0
HSPA8_-_122932802.23-P1P2	6	0	0	0	14
HSPA8_+_122932570.23-P1P2	3	0	0	0	0
HSPB1_-_75933129.23-P2	0	0	0	1	0
HSPB1_-_75933205.23-P2	10	0	0	18	0
HSPB1_+_75933084.23-P2	0	0	1	0	0
HSPB1_+_75933087.23-P2	91	24	151	78	69
HSPB1_+_75933537.23-P2	11	0	21	31	22
HSPB11_-_54411352.23-P1P2	16	0	1	19	0
HSPB3_-_53751796.23-P1P2	1	0	0	0	1
HSPB3_+_53751554.23-P1P2	23	0	36	35	31
HSPB6_-_36247836.23-P1P2	2	0	0	0	0
HSPB7_+_16344067.23-P1P2	9	1	0	1	3
HSPB7_+_16344111.23-P1P2	12	0	0	3	8
HSPB7_+_16344523.23-P1P2	39	0	0	16	1
HSPB8_+_119617146.23-P1P2	0	0	0	0	1
HSPB9_-_40274881.23-P1P2	24	0	1	7	19
HSPB9_-_40275253.23-P1P2	51	76	44	100	22
HSPB9_+_40274914.23-P1P2	1	0	0	0	0
HSPBAP1_-_122512419.23-P1P2	68	30	1	18	5
HSPBAP1_+_122512602.23-P1P2	12	0	2	13	0
HSPBP1_-_55791054.23-P1P2	12	87	0	25	1
HSPBP1_+_55791404.23-P1P2	0	0	0	0	2
HSPD1_-_198364141.23-P1P2	38	0	0	4	13
HSPD1_+_198364183.23-P1P2	0	4	0	0	0
HSPG2_-_22263413.23-P1P2	1	0	0	0	0
HSPH1_+_31735792.23-P1P2	1	0	0	0	0
HTATSF1_-_135579440.23-P1P2	17	7	1	9	1
HTATSF1_-_135579850.23-P1P2	4	0	0	0	5
HTN3_-_70894167.23-P1P2	0	0	0	2	0
HTN3_+_70894501.23-P1P2	1	0	0	0	0
HTN3_+_70894638.23-P1P2	80	63	73	40	38
HTR1B_-_78173157.23-P1P2	0	0	1	0	0
HTR1B_+_78173116.23-P1P2	59	38	22	98	48
HTR1D_-_23520365.23-P1P2	70	184	65	38	89
HTR1E_+_87647282.23-P1P2	10	0	0	0	0
HTR1E_+_87647320.23-P1P2	85	0	0	108	73
HTR1F_+_88039846.23-ENST00000319595.4	6	0	0	0	1
HTR2A_-_47471019.23-P1P2	18	8	0	39	36
HTR2A_-_47471153.23-P1P2	21	0	0	29	36
HTR2B_-_231989299.23-P1P2	72	2	55	54	8
HTR2B_+_231989768.23-P1P2	0	0	1	0	0
HTR2C_+_113819106.23-P1P2	1	19	0	15	10
HTR3A_-_113845952.23-P1	5	10	0	4	6
HTR3A_-_113845969.23-P1	4	0	0	0	8
HTR3A_-_113848644.23-P2	5	0	3	14	0
HTR3A_+_113848245.23-P2	0	0	2	2	0
HTR3B_+_113780192.23-P1P2	0	1	0	0	0
HTR3D_+_183751027.23-ENST00000382489.3	159	186	269	173	131
HTR3E_+_183818361.23-P1P2	166	177	9	123	75
HTR4_-_148033642.23-P1P2	0	0	1	0	0
HTR5A_-_154862068.23-P2	15	99	2	18	17
HTR5A_-_154863107.23-P1	41	0	7	13	29
HTR5A_-_154863171.23-P1	31	4	38	7	3
HTR5A_+_154862057.23-P2	48	121	3	74	43
HTR5A_+_154863210.23-P1	48	0	1	17	4
HTR6_+_19991375.23-P1P2	68	13	5	68	37
HTR6_+_19991859.23-P1P2	0	0	1	0	1
HTR7_+_92617550.23-P1P2	40	8	1	116	35
HTR7_+_92617726.23-P1P2	1	0	0	0	0
HTRA1_+_124221157.23-P1P2	19	38	20	6	4
HTRA2_+_74757746.23-P1P2	9	0	7	0	0
HTRA4_-_38831763.23-P1P2	29	0	0	15	1
HTRA4_-_38832023.23-P1P2	5	0	0	0	0
HTRA4_+_38831979.23-P1P2	0	1	2	0	0
HTT_-_3076434.23-P1P2	14	0	157	0	0
HTT_+_3076809.23-P1P2	7	0	2	10	10
HUS1_-_48019152.23-P1P2	44	0	0	21	5
HUS1_+_48018843.23-P1P2	5	0	0	1	2
HUWE1_-_53710521.23-P1P2	2	0	0	0	9
HVCN1_+_111127524.23-P1P2	28	0	0	18	9
HYAL1_-_50340574.23-P1	0	3	0	0	0
HYAL2_-_50358525.23-P1	24	7	0	15	3
HYAL2_-_50360101.23-P2	0	0	0	0	7
HYAL2_+_50360082.23-P2	6	0	0	5	5
HYAL2_+_50360140.23-P2	6	0	1	1	0
HYAL4_+_123485655.23-ENST00000223026.4	101	38	43	17	59
HYAL4_+_123488161.23-ENST00000476325.1	351	1341	782	589	571
HYKK_+_78799989.23-P1P2	0	0	0	0	1
HYKK_+_78800362.23-P1P2	2	0	0	0	0
HYLS1_-_125758019.23-P1P2	0	2	0	0	0
HYLS1_+_125757918.23-P1P2	2	0	0	1	0
HYOU1_-_118927773.23-P1P2	29	0	0	6	0
HYOU1_+_118927855.23-P1P2	7	0	0	0	0
HYOU1_+_118927862.23-P1P2	13	0	0	0	0
IAH1_-_9614219.23-P1P2	9	0	0	0	0
IAH1_-_9614937.23-P1P2	5	0	0	0	0
IAH1_+_9613978.23-P1P2	2	10	0	2	26
IAH1_+_9615087.23-P1P2	19	0	0	3	12
IAPP_-_21525841.23-P1P2	7	2	0	4	0
IAPP_-_21525856.23-P1P2	0	1	0	0	0
IAPP_-_21526083.23-P1P2	0	0	0	0	1
IARS_-_95055898.23-P1P2	13	0	0	12	9
IBA57_-_228353555.23-P1P2	2	0	0	0	0
IBA57_-_228353932.23-P1P2	36	17	1	23	12
IBA57_-_228354217.23-P1P2	4	0	0	0	0
IBA57_+_228353894.23-P1P2	35	26	1	23	9
IBTK_-_82957256.23-P1	33	23	2	67	47
ICA1_+_8301321.23-P1P2	4	0	0	0	3
ICA1L_-_203736148.23-P1P2	1	0	0	0	0
ICAM1_-_10382009.23-P1P2	1	0	0	2	4
ICAM2_-_62097559.23-P1P2	0	0	0	12	4
ICAM3_-_10450067.23-P1P2	2	0	0	1	0
ICAM3_-_10450274.23-P1P2	1	0	0	0	0
ICAM4_-_10397678.23-P1P2	24	3	15	17	16
ICAM4_+_10398061.23-P1P2	4	0	0	0	0
ICAM5_+_10400665.23-P1	13	0	0	10	2
ICAM5_+_10400693.23-P1	8	0	0	0	0
ICAM5_+_10400696.23-P1	5	0	0	4	0
ICAM5_+_10400711.23-P1	5	3	0	9	0
ICK_-_52926543.23-P1P2	53	0	26	11	17
ICMT_-_6295993.23-P1P2	0	0	0	0	1
ICT1_+_73008927.23-P1P2	30	19	6	24	5
ID1_-_30193206.23-P1P2	8	7	16	0	10
ID1_+_30193140.23-P1P2	3	0	0	1	7
ID2_+_8819430.23-P2	0	0	0	1	0
ID2_+_8819581.23-P2	23	1	4	22	20
ID3_+_23885593.23-P1P2	79	7	108	116	94
ID3_+_23885910.23-P1P2	53	201	11	235	154
ID3_+_23885970.23-P1P2	2	0	1	1	0
ID4_-_19837640.23-P1P2	0	0	0	4	0
IDE_-_94333725.23-P1P2	0	0	0	0	1
IDE_-_94333767.23-P1P2	5	0	1	0	3
IDE_+_94333764.23-P1P2	19	13	1	39	12
IDH1_-_209119810.23-P1P2	1	0	0	0	0
IDH1_+_209119743.23-P1P2	24	0	0	33	10
IDH1_+_209119762.23-P1P2	15	0	2	37	10
IDH2_-_90645648.23-P1P2	32	0	0	14	0
IDH2_+_90645281.23-P1P2	41	1	72	4	28
IDH2_+_90645291.23-P1P2	7	12	0	43	12
IDH3A_-_78423902.23-P2	0	0	0	1	0
IDH3A_+_78442193.23-P1	14	0	10	6	9
IDH3G_+_153059799.23-P1P2	56	29	29	23	26
IDI2_-_1071793.23-P1P2	1	0	0	0	0
IDI2_-_1071819.23-P1P2	0	1	0	0	1
IDO2_+_39792253.23-P1P2	63	46	11	72	12
IDS_-_148586764.23-P1P2	14	48	0	3	0
IDS_+_148586840.23-P1P2	10	0	45	0	0
IDUA_-_980817.23-P1P2	2	0	0	10	0
IDUA_-_981198.23-P1P2	15	0	1	0	5
IER2_-_13261639.23-P1P2	5	0	0	14	6
IER2_-_13262784.23-P1P2	3	0	0	2	0
IER3IP1_+_44702730.23-P1P2	12	124	0	6	3
IER5L_-_131940457.23-P1P2	10	0	3	1	26
IER5L_-_131940472.23-P1P2	43	13	3	8	63
IER5L_+_131940475.23-P1P2	0	0	0	29	0
IFFO1_-_6658260.23-P2	0	0	1	0	0
IFFO1_-_6664745.23-P1	1	0	0	0	0
IFFO1_-_6664799.23-P1	0	0	0	1	0
IFFO1_-_6665188.23-P1	1	0	0	0	0
IFFO1_-_6665196.23-P1	0	2	0	0	0
IFI16_-_158980252.23-P1P2	1	17	0	0	0
IFI16_+_158980147.23-P1P2	32	1	2	29	9
IFI27_+_94578112.23-P1P2	0	1	0	0	0
IFI27_+_94578332.23-P1P2	1	0	0	0	0
IFI27L2_-_94595502.23-P1P2	0	0	1	3	0
IFI30_-_18284835.23-P1P2	0	0	0	1	0
IFI30_+_18284617.23-P1P2	7	0	0	0	5
IFI30_+_18284825.23-P1P2	36	0	29	23	50
IFI35_+_41158820.23-P1P2	0	0	0	1	0
IFI44L_-_79086656.23-P1P2	0	0	0	0	1
IFI44L_+_79086152.23-P1P2	1	0	0	0	0
IFI6_-_27998685.23-P1	20	0	0	5	3
IFI6_+_27995422.23-P2	7	0	0	1	0
IFI6_+_27998606.23-P1	9	0	0	0	0
IFI6_+_27998670.23-P1	30	0	3	14	4
IFIH1_-_163175149.23-P1P2	52	4	23	97	57
IFIH1_+_163175160.23-P1P2	43	1	0	22	36
IFIT1B_-_91138251.23-P1P2	0	0	1	0	0
IFIT3_-_91088189.23-P1P2	5	1	0	12	9
IFIT3_-_91088201.23-P1P2	0	0	3	1	0
IFIT3_+_91087785.23-P1P2	14	0	0	0	1
IFITM1_+_314084.23-P1P2	139	168	51	117	76
IFITM2_-_308285.23-P1P2	0	0	0	1	0
IFITM2_+_308197.23-P1P2	72	51	146	114	58
IFITM3_-_320551.23-P1P2	0	0	1	0	0
IFITM3_+_320533.23-P1P2	1	0	0	0	1
IFITM3_+_320546.23-P1P2	57	12	1	35	12
IFNA14_-_21239958.23-ENST00000380222.2	30	0	3	75	7
IFNA14_-_21239989.23-ENST00000380222.2	2	0	0	0	3
IFNA16_-_21217068.23-ENST00000380216.1	13	0	0	0	7
IFNA2_-_21385366.23-P1P2	20	0	0	0	0
IFNA5_+_21305297.23-ENST00000259555.4	28	43	0	7	11
IFNA5_+_21305304.23-ENST00000259555.4	22	0	0	0	3
IFNA6_+_21351146.23-ENST00000380210.1	9	0	0	5	0
IFNA7_-_21202187.23-ENST00000239347.3	49	102	6	16	51
IFNA7_+_21201971.23-ENST00000239347.3	6	0	0	7	1
IFNA7_+_21202191.23-ENST00000239347.3	0	0	0	12	4
IFNA8_-_21409211.23-ENST00000380205.1	20	13	2	8	3
IFNA8_-_21409586.23-ENST00000380205.1	0	0	0	0	8
IFNA8_+_21409571.23-ENST00000380205.1	2	0	0	0	0
IFNAR1_-_34697341.23-P1P2	1	0	0	0	0
IFNB1_-_21077850.23-P1P2	0	0	0	5	0
IFNG_-_68553535.23-P1P2	6	0	0	0	0
IFNG_+_68553071.23-P1P2	2	0	0	0	3
IFNGR1_+_137540491.23-P1P2	0	1	0	0	0
IFNGR2_-_34775787.23-P1P2	0	0	0	1	0
IFNGR2_-_34776092.23-P1P2	0	1	0	1	0
IFNK_+_27524605.23-P1P2	253	40	174	196	136
IFNK_+_27524878.23-P1P2	1	0	0	0	0
IFNL3_-_39735386.23-ENST00000413851.2	130	88	50	37	45
IFNLR1_-_24513268.23-P1P2	13	1	28	0	5
IFNLR1_-_24513287.23-P1P2	2	0	0	0	17
IFNW1_+_21142054.23-ENST00000380229.2	5	0	13	6	4
IFNW1_+_21142078.23-ENST00000380229.2	14	0	0	34	30
IFNW1_+_21142081.23-ENST00000380229.2	9	0	6	7	0
IFRD1_-_112063620.23-P2	0	0	0	1	0
IFRD1_+_112090992.23-P1	0	0	0	0	1
IFRD2_+_50329832.23-P1P2	0	1	0	0	0
IFT122_-_129159112.23-P1P2	3	0	0	0	2
IFT122_-_129159164.23-P1P2	1	0	0	0	0
IFT122_+_129159168.23-P1P2	49	19	59	41	29
IFT140_+_1660642.23-P1	25	1	0	25	50
IFT140_+_1661970.23-P2	2	0	15	60	7
IFT172_-_27712568.23-P1P2	40	38	10	40	42
IFT172_+_27712582.23-P1P2	25	46	0	42	7
IFT20_+_26662440.23-P1P2	32	95	5	43	40
IFT27_-_37172004.23-P1P2	3	0	0	5	9
IFT27_+_37172106.23-P1P2	19	73	1	28	9
IFT43_-_76452135.23-P1P2	1	0	0	0	0
IFT43_+_76452178.23-P1P2	75	21	36	60	49
IFT43_+_76452181.23-P1P2	19	0	0	1	0
IFT46_-_118436231.23-P1P2	1	2	0	0	0
IFT46_-_118436235.23-P1P2	93	143	27	86	93
IFT46_-_118436557.23-P1P2	0	0	1	0	0
IFT52_-_42219659.23-P1P2	10	0	0	13	3
IFT52_+_42219645.23-P1P2	20	1	0	41	31
IFT57_+_107941237.23-P1P2	5	0	0	0	0
IFT74_-_26947266.23-P2	9	0	4	0	0
IFT74_-_26956418.23-P1	2	0	0	0	0
IFT74_-_26956451.23-P1	10	0	0	0	0
IFT88_-_21141285.23-P1P2	0	0	4	3	1
IFT88_+_21141337.23-P1P2	25	4	2	14	11
IGBP1_+_69354134.23-P1P2	0	0	0	0	1
IGDCC3_+_65669962.23-P1P2	0	0	2	1	0
IGDCC3_+_65670122.23-P1P2	71	9	64	34	13
IGDCC3_+_65670321.23-P1P2	0	0	0	0	1
IGDCC3_+_65670325.23-P1P2	0	0	1	0	0
IGDCC4_+_65715255.23-P1P2	0	0	0	1	0
IGF1_-_102874344.23-P1P2	1	0	0	1	0
IGF1_+_102874279.23-P1P2	1	0	0	0	0
IGF1R_+_99192323.23-P2	52	14	31	5	9
IGF1R_+_99192837.23-P2	0	1	0	0	0
IGF2_+_2160631.23-P1P2	13	1	0	1	0
IGF2BP1_-_47074848.23-P1P2	1	0	2	0	0
IGF2BP2_-_185542335.23-P1P2	39	132	14	69	28
IGF2BP3_-_23509597.23-P1P2	30	3	8	19	3
IGF2R_+_160390183.23-P1P2	14	1	0	0	0
IGFALS_-_1843612.23-P1P2	51	0	0	72	29
IGFALS_+_1843720.23-P1P2	12	12	0	48	14
IGFBP1_+_45928097.23-P1P2	2	0	0	10	0
IGFBP1_+_45928486.23-P1P2	0	11	0	0	0
IGFBP2_-_217498262.23-P1P2	0	0	0	0	1
IGFBP2_+_217498583.23-P1P2	13	0	0	0	0
IGFBP3_-_45960804.23-P1P2	0	0	0	0	1
IGFBP3_-_45960825.23-P1P2	0	1	0	0	0
IGFBP3_+_45960473.23-P1P2	2	4	0	1	12
IGFBP4_+_38600156.23-P1P2	5	0	7	0	0
IGFBP5_-_217559812.23-P1P2	0	1	0	0	0
IGFBP5_-_217560174.23-P1P2	32	50	5	4	9
IGFBP6_-_53491435.23-P1P2	1	0	0	1	3
IGFBP6_-_53491438.23-P1P2	4	0	0	0	0
IGFBP6_-_53491515.23-P1P2	1	0	0	0	0
IGFBP7_-_57976521.23-P1P2	15	0	0	11	6
IGFBPL1_+_38424446.23-P1P2	0	1	0	1	0
IGFL1_-_46733064.23-P1P2	0	0	0	1	0
IGFL1_-_46733448.23-P1P2	0	0	0	1	0
IGFL2_+_46651492.23-P1P2	1	0	0	0	0
IGFL3_+_46627464.23-P1P2	0	0	1	0	0
IGFL3_+_46627880.23-P1P2	4	4	3	2	2
IGFLR1_-_36235174.23-P2	138	111	21	109	67
IGFLR1_+_36233125.23-P1	0	0	0	1	0
IGFLR1_+_36233285.23-P1	1	0	0	0	0
IGHMBP2_+_68671745.23-P1P2	33	0	1	1	12
IGHMBP2_+_68671895.23-P1P2	1	0	0	0	0
IGIP_-_139505814.23-P1P2	34	2	18	3	9
IGIP_+_139505923.23-P1P2	0	0	0	2	0
IGJ_-_71532063.23-P1P2	69	1	27	52	25
IGJ_+_71532316.23-P1P2	124	32	65	75	37
IGLL1_-_23922437.23-P1P2	0	0	1	0	0
IGLL1_+_23922058.23-P1P2	13	0	0	0	6
IGLON5_+_51815316.23-P1P2	2	0	0	0	0
IGSF1_-_130423214.23-P1P2	1	0	0	0	0
IGSF1_-_130423277.23-P1P2	16	0	3	2	6
IGSF10_-_151163891.23-P1P2	1	0	0	0	0
IGSF21_+_18434645.23-P1P2	1	0	0	0	0
IGSF22_+_18747503.23-P1P2	7	0	0	0	2
IGSF22_+_18747688.23-P1P2	3	0	0	2	3
IGSF22_+_18747712.23-P1P2	7	3	6	7	2
IGSF5_+_41123216.23-P1P2	158	49	107	54	59
IGSF6_-_21663730.23-P1P2	0	1	0	1	0
IGSF8_+_160067995.23-P1P2	2	0	0	0	0
IGSF9_-_159915791.23-P1P2	0	0	0	1	0
IHH_-_219925232.23-P1P2	30	15	0	2	32
IHH_-_219925240.23-P1P2	92	16	79	138	25
IHH_-_219925591.23-P1P2	1	0	0	0	0
IK_-_140027683.23-P1	10	146	0	0	0
IKBIP_-_99038145.23-P1P2	7	0	1	0	17
IKBIP_-_99038494.23-P1P2	1	0	0	0	0
IKBIP_-_99038509.23-P1P2	20	8	0	32	14
IKBKAP_+_111696204.23-P1P2	47	26	3	19	31
IKBKB_+_42129073.23-P1P2	0	0	1	0	0
IKBKG_-_153775876.23-P1P2	10	4	1	12	2
IKBKG_+_153775925.23-P1P2	6	5	0	13	0
IKZF1_-_50344295.23-P1P2	36	6	0	6	43
IKZF2_-_214015105.23-P1	2	0	0	0	0
IKZF2_-_214015837.23-P2	0	0	1	0	0
IKZF3_+_38020440.23-P1P2	0	0	0	0	1
IKZF4_-_56401518.23-P1	2	0	1	1	0
IKZF4_-_56401743.23-P1	9	88	4	3	23
IKZF4_+_56401330.23-P1	24	0	19	22	14
IKZF5_+_124768241.23-P1P2	0	0	0	6	1
IL10_-_206944116.23-P2	3	0	0	17	0
IL10_-_206944491.23-P2	1	0	0	0	0
IL10_-_206945460.23-P1	0	0	0	0	1
IL10_-_206945668.23-P1	14	0	21	1	11
IL10_-_206945753.23-P1	0	0	1	0	0
IL10_+_206945827.23-P1	0	0	0	1	0
IL10RA_+_117857158.23-P1P2	0	0	1	0	0
IL10RA_+_117857193.23-P1P2	10	1	1	29	3
IL10RB_-_34638715.23-P1P2	7	0	3	0	0
IL10RB_+_34639153.23-P1P2	13	121	236	19	49
IL11_+_55881421.23-P1P2	11	1	23	8	19
IL12A_-_159706912.23-P1P2	8	0	0	8	0
IL12A_-_159707029.23-P1P2	11	1	0	9	1
IL12A_-_159707090.23-P1P2	22	1	2	6	2
IL12B_-_158757045.23-P1P2	0	0	1	0	0
IL12B_+_158757077.23-P1P2	5	0	0	16	0
IL12RB1_+_18197675.23-P1P2	0	0	2	0	0
IL12RB2_-_67773565.23-P1P2	0	0	1	0	0
IL12RB2_-_67773583.23-P1P2	0	0	0	1	0
IL12RB2_-_67773974.23-P1P2	26	0	2	22	13
IL13_-_131992431.23-P2	17	0	32	13	16
IL13_-_131992667.23-P2	0	0	0	0	2
IL13_+_131992232.23-P2	9	0	0	9	3
IL13_+_131992625.23-P2	3	0	0	2	0
IL13_+_131994309.23-P1	13	0	3	5	11
IL13RA2_-_114252129.23-P1	7	0	6	0	1
IL13RA2_-_114253523.23-P2	23	39	4	27	11
IL13RA2_+_114253457.23-P2	2	0	0	0	0
IL15_-_142557901.23-P1P2	23	6	0	0	9
IL15_+_142557841.23-P1P2	13	0	0	9	1
IL15_+_142558250.23-P1P2	16	0	2	21	17
IL15RA_-_6019459.23-P1P2	0	0	0	1	0
IL15RA_-_6019491.23-P1P2	9	0	0	7	1
IL15RA_+_6019088.23-P1P2	79	11	0	36	34
IL16_+_81518057.23-ENST00000302987.4	2	0	0	0	0
IL17A_+_52051245.23-P1P2	1	0	0	0	0
IL17B_+_148758823.23-P1P2	7	0	1	0	2
IL17C_+_88705060.23-P1P2	1	0	0	0	0
IL17D_-_21278257.23-P1	8	0	2	6	2
IL17D_-_21278271.23-P1	0	0	0	2	0
IL17D_-_21290014.23-P2	0	1	0	0	0
IL17D_+_21277855.23-P1	18	0	52	45	3
IL17D_+_21289782.23-P2	8	0	0	0	0
IL17RB_-_53880607.23-P1P2	8	0	1	12	4
IL17RB_-_53880971.23-P1P2	540	163	131	576	328
IL17RD_-_57199383.23-P1P2	3	0	0	0	0
IL17RD_+_57199337.23-P1P2	2	0	0	4	2
IL17REL_-_50451102.23-P1P2	0	0	0	0	1
IL18_-_112034665.23-P1P2	69	51	69	61	122
IL18_-_112034754.23-P1P2	10	0	0	52	17
IL18_-_112034795.23-P1P2	15	0	1	1	3
IL18BP_+_71710061.23-P1P2	62	12	28	84	82
IL18BP_+_71710494.23-P1P2	0	1	0	0	0
IL18R1_+_102972242.23-P1	1	0	0	0	0
IL18RAP_-_103039657.23-P1	0	2	0	0	0
IL18RAP_+_103035126.23-P2	125	117	280	108	45
IL18RAP_+_103035189.23-P2	83	2	0	179	23
IL18RAP_+_103040042.23-P1	6	0	0	1	0
IL19_-_207007750.23-P1P2	15	6	0	17	5
IL19_+_207007761.23-P1P2	1	0	0	0	4
IL19_+_207008120.23-P1P2	1	3	1	0	3
IL1B_-_113594267.23-P1P2	10	0	0	4	31
IL1R1_+_102759246.23-P1P2	3	0	0	0	0
IL1R2_-_102615489.23-P2	21	34	124	38	14
